Date,Product,Retail_Unit_ID,Demand
2025-01-01,Milk,27,8.737295196593633
2025-01-01,Milk,36,8.411246850144153
2025-01-01,Milk,49,9.159300144984742
2025-01-01,Milk,53,9.238134319005933
2025-01-01,Milk,57,8.416683819834113
2025-01-01,Milk,58,9.371844604645235
2025-01-01,Milk,60,8.115729357651322
2025-01-01,Milk,67,7.818125619845465
2025-01-01,Milk,74,9.829581595974782
2025-01-01,Milk,76,9.048607538390744
2025-01-01,Milk,78,8.71729274706348
2025-01-01,Milk,80,8.907430027267631
2025-01-01,Milk,82,10.148484082045263
2025-01-01,Milk,84,8.342207405211319
2025-01-01,Milk,86,9.218084122035934
2025-01-01,Milk,88,8.867027922009804
2025-01-01,Milk,90,7.591529363495221
2025-01-01,Milk,92,9.317883813176886
2025-01-01,Milk,94,7.248808479412987
2025-01-01,Milk,96,8.88363003578303
2025-01-01,Milk,130,8.144909952526731
2025-01-01,Milk,132,9.815589816212691
2025-01-01,Milk,134,7.64671073624509
2025-01-01,Milk,136,9.758544080672966
2025-01-01,Milk,138,10.522378758504622
2025-01-01,Milk,140,10.051768278396574
2025-01-01,Milk,142,8.26341603950089
2025-01-01,Milk,144,11.01998597789628
2025-01-01,Milk,146,9.7402961268981
2025-01-01,Milk,148,9.51495482225318
2025-01-01,Milk,150,9.562325017075493
2025-01-01,Milk,152,8.229050725650758
2025-01-01,Milk,154,9.469242186800074
2025-01-01,Milk,156,9.279521304375553
2025-01-01,Milk,158,9.187873272377253
2025-01-01,Milk,160,9.666241560412606
2025-01-01,Milk,162,9.437973243923661
2025-01-01,Milk,164,9.059363057112881
2025-01-01,Milk,166,8.431680419808895
2025-01-01,Milk,168,10.164076040618212
2025-01-01,Milk,170,8.622133887788221
2025-01-01,Milk,172,9.809968295816391
2025-01-01,Milk,174,8.268484834187
2025-01-01,Milk,176,7.755634831947427
2025-01-01,Milk,178,7.169869495819262
2025-01-01,Milk,180,8.296959436582942
2025-01-01,Milk,182,8.423287334097243
2025-01-01,Milk,184,8.920486511826963
2025-01-01,Milk,186,9.327119183336185
2025-01-01,Milk,188,8.811242703972104
2025-01-01,Milk,190,8.686861115491839
2025-01-01,Milk,192,10.090288326883414
2025-01-01,Milk,194,7.620212300905679
2025-01-01,Milk,195,10.00995880529698
2025-01-01,Milk,196,9.466136705589884
2025-01-01,Milk,213,8.328484912258896
2025-01-01,Milk,215,7.215107301627935
2025-01-01,Milk,217,9.380382038447763
2025-01-01,Milk,219,7.984558930559841
2025-01-01,Milk,221,8.454233328512855
2025-01-01,Milk,223,8.903720679885572
2025-01-01,Milk,225,8.98631998706488
2025-01-01,Milk,227,10.158316365206773
2025-01-01,Milk,229,9.224737607731557
2025-01-01,Milk,231,7.817653848608334
2025-01-01,Milk,233,9.28158188799495
2025-01-01,Milk,235,9.2041327776309
2025-01-01,Milk,237,9.632000571030744
2025-01-01,Milk,239,8.535101267696367
2025-01-01,Milk,241,7.1461340924651156
2025-01-01,Milk,243,8.623482544288446
2025-01-01,Milk,245,8.22479937767241
2025-01-01,Milk,247,7.664747432997691
2025-01-01,Milk,249,8.65100153701276
2025-01-01,Milk,251,9.807197659078955
2025-01-01,Milk,253,9.35570835588981
2025-01-01,Milk,255,8.24103774067003
2025-01-01,Milk,257,9.800498502685551
2025-01-01,Milk,259,10.83936815696919
2025-01-01,Milk,261,7.6621508741128
2025-01-01,Milk,263,8.930221940040662
2025-01-01,Milk,265,8.346760998024836
2025-01-01,Milk,345,9.729021034416613
2025-01-01,Milk,404,9.273260586684858
2025-01-01,Milk,406,7.060681892121801
2025-01-01,Milk,408,7.454346781131772
2025-01-01,Milk,410,10.333821322531083
2025-01-01,Milk,412,9.095328069175174
2025-01-01,Milk,414,8.649404278130506
2025-01-01,Milk,416,6.657857665180561
2025-01-01,Milk,418,8.225944638366341
2025-01-01,Milk,420,10.265162039064503
2025-01-01,Milk,422,8.657570012506303
2025-01-01,Milk,435,10.140620829760042
2025-01-01,Milk,440,8.420306858714472
2025-01-01,Milk,448,8.661240399942422
2025-01-01,Milk,449,8.191620530048015
2025-01-01,Milk,450,8.788520733363978
2025-01-01,Milk,451,8.996974418627463
2025-01-01,Milk,452,8.876145900048918
2025-01-01,Milk,453,9.650712478615608
2025-01-01,Milk,454,8.85297210664153
2025-01-01,Milk,455,7.973648839213752
2025-01-01,Milk,456,10.460957520789114
2025-01-01,Milk,457,9.705211271842915
2025-01-01,Milk,458,9.522534405122874
2025-01-01,Milk,459,9.269907281752076
2025-01-01,Milk,460,10.052633570959927
2025-01-01,Milk,461,9.412364262407289
2025-01-01,Milk,462,8.648283116721448
2025-01-01,Milk,463,8.835263778375932
2025-01-01,Milk,464,8.114892732282751
2025-01-01,Milk,465,9.102404019494625
2025-01-01,Milk,466,8.438878136296697
2025-01-01,Milk,467,9.132872464015339
2025-01-01,Milk,468,8.557981472670855
2025-01-01,Milk,470,7.974458250912916
2025-01-01,Milk,472,8.700317764218465
2025-01-01,Milk,474,8.796982257033926
2025-01-01,Milk,476,8.289983907957758
2025-01-01,Milk,478,10.283653261952388
2025-01-01,Milk,480,8.684556839751298
2025-01-01,Milk,482,7.84870544548213
2025-01-01,Milk,484,8.729060564069528
2025-01-01,Milk,486,9.091735677241804
2025-01-01,Milk,488,9.166426433737646
2025-01-01,Milk,510,9.243301614670777
2025-01-01,Milk,511,9.800262479786323
2025-01-01,Milk,512,7.619483125073909
2025-01-01,Milk,610,8.623967850134946
2025-01-01,Milk,611,8.735305576564185
2025-01-01,Milk,612,7.890739306846852
2025-01-01,Milk,613,9.977038823202438
2025-01-01,Milk,645,8.870106813766755
2025-01-01,Milk,646,7.870937162528007
2025-01-01,Milk,647,10.5190972724165
2025-01-01,Milk,648,9.08257130036591
2025-01-01,Milk,649,8.71219710372635
2025-01-01,Milk,650,7.990590187649344
2025-01-01,Milk,651,9.044697408644813
2025-01-01,Milk,652,10.014786031029228
2025-01-01,Milk,666,8.904741867637101
2025-01-01,Milk,667,9.49572116834487
2025-01-01,Milk,668,7.442849748795875
2025-01-01,Milk,669,8.479130944810235
2025-01-01,Milk,670,9.660808076797288
2025-01-01,Milk,671,8.454706942503886
2025-01-01,Milk,672,8.85507567779702
2025-01-01,Milk,683,10.886322552063756
2025-01-01,Milk,786,9.22810510637535
2025-01-01,Milk,787,9.715074305661833
2025-01-01,Milk,788,8.91525683113821
2025-01-01,Milk,789,10.406224698219695
2025-01-01,Milk,790,9.657676211649575
2025-01-01,Milk,791,7.414616990198992
2025-01-01,Milk,792,7.718130074681897
2025-01-01,Milk,793,8.371176183191443
2025-01-01,Milk,794,9.448658072707746
2025-01-01,Milk,795,9.727868352113948
2025-01-01,Milk,796,8.880005702914278
2025-01-01,Milk,797,7.419523633580111
2025-01-01,Milk,798,8.90473409832933
2025-01-01,Milk,799,8.459348990438315
2025-01-01,Milk,800,9.214707240674311
2025-01-01,Milk,801,10.16326400153791
2025-01-01,Milk,814,8.567830500692287
2025-01-01,Milk,815,7.608831544975512
2025-01-01,Milk,816,8.74413527361599
2025-01-01,Milk,817,10.285622569542081
2025-01-01,Milk,822,9.068430920836292
2025-01-01,Milk,823,9.290443274480625
2025-01-01,Milk,824,8.478538708837517
2025-01-01,Milk,825,9.01007713149757
2025-01-01,Milk,826,7.634827207992222
2025-01-01,Milk,827,8.056212593622524
2025-01-01,Milk,828,8.12111542004704
2025-01-01,Milk,829,8.49796097384963
2025-01-01,Milk,830,8.56827444197589
2025-01-01,Milk,831,8.480540735512697
2025-01-01,Milk,832,9.457067610988004
2025-01-01,Milk,833,8.950807745730284
2025-01-01,Milk,834,9.124592468653073
2025-01-01,Milk,835,8.542034088927142
2025-01-01,Milk,836,8.215205090723968
2025-01-01,Milk,837,8.573211329037429
2025-01-01,Milk,838,9.296631522567731
2025-01-01,Milk,839,9.691574089657431
2025-01-01,Milk,843,10.368609675607622
2025-01-01,Milk,847,8.870211697439355
2025-01-01,Milk,848,8.04087013633999
2025-01-01,Milk,849,8.46408141823835
2025-01-01,Milk,850,10.532426221880728
2025-01-01,Milk,851,8.37063044233512
2025-01-01,Milk,852,9.253799841182937
2025-01-01,Milk,853,10.228844356343604
2025-01-01,Milk,879,9.662713779468659
2025-01-01,Milk,880,8.159092407487579
2025-01-01,Milk,881,10.694329425566176
2025-01-01,Milk,882,8.080682479534962
2025-01-01,Milk,883,9.439159333000196
2025-01-01,Milk,884,8.727058863343743
2025-01-01,Milk,885,7.7687670723364075
2025-01-01,Milk,886,9.837170401507477
2025-01-01,Milk,887,7.921967597806736
2025-01-01,Milk,888,8.321829748980893
2025-01-01,Milk,889,8.928590301862782
2025-01-01,Milk,890,9.604576996552707
2025-01-01,Milk,891,10.783628478012444
2025-01-01,Milk,892,7.992871550427842
2025-01-01,Milk,912,8.94002268203589
2025-01-01,Milk,915,8.361890270529345
2025-01-01,Milk,917,9.694794464121154
2025-01-01,Milk,919,9.311440910086974
2025-01-01,Milk,921,8.27675806187488
2025-01-01,Milk,924,7.62584388349465
2025-01-01,Milk,1036,9.881029259479197
2025-01-01,Milk,1037,7.033293508763324
2025-01-01,Milk,1038,8.31354525513315
2025-01-01,Milk,1039,9.791744356497611
2025-01-01,Milk,1040,8.732219512785653
2025-01-01,Milk,1041,8.290928198330889
2025-01-01,Milk,1042,8.668595600033369
2025-01-01,Milk,1043,9.856279181865412
2025-01-01,Milk,1044,8.803230897881155
2025-01-01,Milk,1045,9.461693197582782
2025-01-01,Milk,1046,9.642875335635397
2025-01-01,Milk,1047,7.893517294675031
2025-01-01,Milk,1048,8.88642288941303
2025-01-01,Milk,1049,9.004853641075913
2025-01-01,Milk,1050,8.647881965815197
2025-01-01,Milk,1051,8.530976561772937
2025-01-01,Milk,1052,8.878518038132317
2025-01-01,Milk,1053,9.231230521818867
2025-01-01,Milk,1054,9.260212509403853
2025-01-01,Milk,1055,7.3326844298910485
2025-01-01,Milk,1056,7.9471287853567505
2025-01-01,Milk,1057,8.301898571602994
2025-01-01,Milk,1058,8.46093935671598
2025-01-01,Milk,1059,9.579569835780804
2025-01-01,Milk,1060,8.537142313963358
2025-01-01,Milk,1061,8.12343475733617
2025-01-01,Milk,1062,9.489369858021469
2025-01-01,Milk,1063,8.513136642942253
2025-01-01,Milk,1064,10.135018919882691
2025-01-01,Milk,1065,8.159935700865397
2025-01-01,Milk,1066,8.61737621188578
2025-01-01,Milk,1078,10.278142061713917
2025-01-01,Milk,1090,9.143756358365717
2025-01-01,Milk,1092,10.03759531734529
2025-01-01,Milk,1106,9.226608288020618
2025-01-01,Milk,1107,9.98084941317641
2025-01-01,Milk,1108,8.9065658661564
2025-01-01,Milk,1109,9.675173533411122
2025-01-01,Milk,1110,8.39852155620658
2025-01-01,Milk,1111,9.761320360896978
2025-01-01,Milk,1132,7.616127487362953
2025-01-01,Milk,1168,9.698215289595057
2025-01-01,Milk,1200,9.487251245912931
2025-01-01,Milk,1201,8.727892829680432
2025-01-01,Milk,1202,9.505066407982747
2025-01-01,Milk,1203,9.30011070478941
2025-01-01,Milk,1204,7.777321890694447
2025-01-01,Milk,1205,8.167825441582691
2025-01-01,Milk,1206,9.223325703246031
2025-01-01,Milk,1207,7.069339597393361
2025-01-01,Milk,1208,10.044505656441647
2025-01-01,Milk,1209,9.021910746322437
2025-01-01,Milk,1211,8.13768594056386
2025-01-01,Milk,1213,8.725225808177838
2025-01-01,Milk,1215,8.073594670767383
2025-01-01,Milk,1271,10.365564646580037
2025-01-01,Milk,1272,10.234803479524029
2025-01-01,Milk,1273,9.313377031323398
2025-01-01,Milk,1274,10.702771567331117
2025-01-01,Milk,1275,8.467952311904199
2025-01-01,Milk,1276,9.273056545906222
2025-01-01,Milk,1288,6.803546562700735
2025-01-01,Milk,1289,8.170479693319376
2025-01-01,Milk,1290,10.93731036310919
2025-01-01,Milk,1291,9.249137712957975
2025-01-01,Milk,1292,8.655617157486958
2025-01-01,Milk,1293,8.956401804827417
2025-01-01,Milk,1294,9.25574537816272
2025-01-01,Milk,1295,7.475698098613218
2025-01-01,Milk,1296,9.441553054801822
2025-01-01,Milk,1297,8.228813786653314
2025-01-01,Milk,1298,8.380234418973583
2025-01-01,Milk,1299,8.967178566018301
2025-01-01,Milk,1300,7.809377502099555
2025-01-01,Milk,1301,8.491858716320198
2025-01-01,Milk,1302,9.243785000581061
2025-01-01,Milk,1303,6.491065396745537
2025-01-01,Milk,1304,9.742167512626938
2025-01-01,Milk,1305,8.49250482505257
2025-01-01,Milk,1306,9.442946498638909
2025-01-01,Milk,1307,7.97492863448842
2025-01-01,Milk,1308,8.691155153158844
2025-01-01,Milk,1357,8.113620145856862
2025-01-01,Milk,1359,10.3332797435408
2025-01-01,Milk,1361,8.409204616579862
2025-01-01,Milk,1363,8.958193166651832
2025-01-01,Milk,1364,8.427799442872782
2025-01-01,Milk,1365,8.649391016179646
2025-01-01,Milk,1366,8.634753810005435
2025-01-01,Milk,1367,9.100197899166881
2025-01-01,Milk,1368,8.841965179063909
2025-01-01,Milk,1369,8.8790006328172
2025-01-01,Milk,1370,10.407426160036625
2025-01-01,Milk,1371,9.504025044658068
2025-01-01,Milk,1372,8.713737886161036
2025-01-01,Milk,1373,9.196738950535336
2025-01-01,Milk,1374,10.03434134265288
2025-01-01,Milk,1375,9.62450107013009
2025-01-01,Milk,1376,9.776541002977329
2025-01-01,Milk,1377,8.739381253362444
2025-01-01,Milk,1378,8.70558934701866
2025-01-01,Milk,1379,7.756472470730615
2025-01-01,Milk,1380,9.307056316319024
2025-01-01,Milk,1382,7.586281426149582
2025-01-01,Milk,1384,10.279860122951298
2025-01-01,Milk,1409,8.659979031045957
2025-01-01,Milk,1410,9.874343709821968
2025-01-01,Milk,1411,8.276796122806125
2025-01-01,Milk,1412,9.314242774759325
2025-01-01,Milk,1413,9.899512083092123
2025-01-01,Milk,1414,7.731577138355054
2025-01-01,Milk,1415,10.607764487023834
2025-01-01,Milk,1416,9.80051850094593
2025-01-01,Milk,1417,10.398225802011739
2025-01-01,Milk,1418,7.8915773438982955
2025-01-01,Milk,1419,9.471157882702869
2025-01-01,Milk,1420,8.406042448545042
2025-01-01,Milk,1421,9.291386045982446
2025-01-01,Milk,1422,8.46269526610401
2025-01-01,Milk,1423,8.809308871067383
2025-01-01,Milk,1424,7.848684920807727
2025-01-01,Milk,1425,9.7226305732906
2025-01-01,Milk,1426,10.28073228905204
2025-01-01,Milk,1427,8.246527550226835
2025-01-01,Milk,1428,8.425143064567374
2025-01-01,Milk,1429,9.36692837402841
2025-01-01,Milk,1430,9.946125107090014
2025-01-01,Milk,1431,8.96357444846442
2025-01-01,Milk,1432,8.962825963055025
2025-01-01,Milk,1433,8.87688045631739
2025-01-01,Milk,1434,9.171027498606438
2025-01-01,Milk,1435,11.321615780969735
2025-01-01,Milk,1436,7.550477727372207
2025-01-01,Milk,1437,9.530527501064707
2025-01-01,Milk,1438,9.06420182020869
2025-01-01,Milk,1439,8.47266886210635
2025-01-01,Milk,1440,10.273773278209129
2025-01-01,Milk,1441,8.695857344986775
2025-01-01,Milk,1442,8.39145057539502
2025-01-01,Milk,1443,8.839904366517606
2025-01-01,Milk,1444,8.724110295443822
2025-01-01,Milk,1445,10.438520901976531
2025-01-01,Milk,1462,9.349057699860252
2025-01-01,Milk,1463,9.302109933008687
2025-01-01,Milk,1464,8.556598876187469
2025-01-01,Milk,1465,8.396719129625584
2025-01-01,Milk,1466,9.75984894812295
2025-01-01,Milk,1467,8.140520861145728
2025-01-01,Milk,1468,7.482636408340364
2025-01-01,Milk,1469,8.785523193316767
2025-01-01,Milk,1470,8.059465635603894
2025-01-01,Milk,1471,8.657107056567325
2025-01-01,Milk,1472,9.865365162919039
2025-01-01,Milk,1473,8.858657999244091
2025-01-01,Milk,1474,9.313642882849829
2025-01-01,Milk,1475,8.62276699612144
2025-01-01,Milk,1476,8.322660900541566
2025-01-01,Milk,1477,8.385444196031969
2025-01-01,Milk,1478,8.33113760612987
2025-01-01,Milk,1479,8.52023540431939
2025-01-01,Milk,1480,7.736242762939729
2025-01-01,Milk,1481,9.481786386969938
2025-01-01,Milk,1482,8.253988615337912
2025-01-01,Milk,1483,9.525794511718557
